,GSM461176_untreated_single,GSM461177_untreated_paired,GSM461178_untreated_paired,GSM461179_treated_single,GSM461180_treated_paired,GSM461181_treated_paired,GSM461182_untreated_single
FBgn0036208,2,2,1,3,0,0,0
FBgn0052093,0,0,0,0,0,0,0
FBgn0259140,19,6,9,35,14,34,9
FBgn0036210,177,95,139,146,118,154,133
FBgn0036211,1425,938,1068,1079,897,1195,1014
FBgn0036212,26,21,21,54,35,30,35
FBgn0036213,26790,22690,34861,32513,29310,34886,26088
FBgn0083015,9,2,2,18,2,6,3
FBgn0052095,374,280,307,393,289,318,271
FBgn0000404,5038,3176,3107,5275,3368,4137,3431
FBgn0036214,40,20,29,40,17,16,19
FBgn0262366,11,0,6,7,1,0,4
FBgn0040816,0,0,0,0,0,0,0
FBgn0266100,11,2,6,5,1,1,1
FBgn0036217,0,0,0,1,0,1,0
FBgn0036218,1,0,2,1,0,0,0
FBgn0036219,0,0,0,1,0,2,0
FBgn0036220,14,0,0,11,0,0,0
FBgn0263615,0,0,0,0,0,0,0
FBgn0036221,1,0,0,2,0,0,0
FBgn0036222,0,0,0,0,1,0,0
FBgn0011723,3,0,0,5,1,0,1
FBgn0036224,3,6,2,1,4,2,2
FBgn0036225,0,0,1,0,0,0,0
FBgn0262401,1,0,0,0,0,0,0
FBgn0036226,4,0,1,3,1,0,0
FBgn0036227,0,0,0,0,0,0,0
FBgn0036228,0,0,0,1,0,0,0
FBgn0036229,7,2,0,7,0,0,2
FBgn0036230,4,0,0,2,0,0,4
FBgn0262986,0,0,0,0,0,0,0
FBgn0028573,161,110,89,181,142,163,54
FBgn0053265,0,0,0,2,0,0,0
FBgn0259748,0,0,0,0,0,0,0
FBgn0036232,0,0,1,1,0,2,1
FBgn0264488,18,2,5,15,2,1,3
FBgn0036235,11,4,7,14,13,9,7
FBgn0036236,3,0,2,1,0,2,0
FBgn0036237,2029,1674,1612,1720,1730,2188,1369
FBgn0026432,914,494,514,965,613,649,559
FBgn0036239,2562,1507,1660,2036,1606,2054,1637
FBgn0036240,403,323,363,511,402,473,358
FBgn0041096,70,70,67,106,80,75,56
FBgn0264726,0,0,0,0,0,0,0
FBgn0264725,0,0,2,2,1,0,0
FBgn0036242,1,0,0,0,0,2,0
FBgn0263647,0,0,0,2,0,1,0
FBgn0250876,470,376,389,597,513,654,240
FBgn0036246,0,0,0,1,1,0,0
FBgn0011335,639,412,406,605,333,435,408
FBgn0036248,573,382,345,545,322,434,382
FBgn0036249,303,176,197,267,196,273,161
FBgn0022959,9646,5619,4950,7619,5559,6408,4258
FBgn0036250,1,2,2,0,4,2,0
FBgn0250825,0,0,0,0,0,0,1
FBgn0017424,0,0,0,0,0,0,0
FBgn0002565,0,0,0,0,0,0,0
FBgn0046296,142,67,80,137,91,128,46
FBgn0267552,0,0,0,0,0,0,0
FBgn0036254,983,494,485,704,388,484,454
FBgn0036255,135,30,84,138,31,58,71
FBgn0011455,2428,1217,1332,1888,1426,1636,1148
FBgn0036257,2535,1476,1460,1776,1173,1566,1470
FBgn0036258,7798,4920,5651,6685,5643,7752,4665
FBgn0013997,3196,2252,1970,4445,3043,3201,2345
FBgn0052099,275,171,183,292,140,182,187
FBgn0036259,7,5,6,9,5,8,8
FBgn0036260,54,28,42,38,50,57,26
FBgn0027843,1250,721,940,1721,1170,1511,598
FBgn0036262,24,6,30,20,11,16,7
FBgn0000592,4,4,4,7,1,8,6
FBgn0036263,641,377,439,658,474,555,461
FBgn0000594,0,0,0,0,0,0,0
FBgn0267310,0,1,0,2,0,0,0
FBgn0036264,3,2,4,4,2,2,1
FBgn0022709,195,130,122,199,155,214,122
FBgn0036266,154,84,84,239,90,89,127
FBgn0260941,2512,1573,1425,2060,1459,1753,1610
FBgn0264723,3,0,0,4,0,0,0
FBgn0052100,272,170,188,237,196,248,162
FBgn0036271,774,551,637,948,674,842,699
FBgn0036272,1483,929,999,1714,1383,1666,991
FBgn0036273,275,201,184,226,163,225,148
FBgn0267218,0,0,2,1,1,1,0
FBgn0036274,4,0,0,2,1,0,1
FBgn0265743,2,0,1,1,0,0,0
FBgn0265744,0,0,0,0,0,0,0
FBgn0265455,0,0,0,0,0,0,0
FBgn0052105,13,0,1,11,1,0,2
FBgn0036277,588,295,413,691,474,527,397
FBgn0266993,12,5,6,4,4,3,12
FBgn0036278,2,2,4,5,6,6,0
FBgn0036279,1861,1371,1341,1401,1148,1215,1516
FBgn0267474,1,2,0,2,0,0,1
FBgn0052104,353,284,195,406,272,273,283
FBgn0011279,2,0,0,1,0,1,1
FBgn0036282,21,16,16,36,28,38,19
FBgn0052103,5088,3430,2974,4720,2989,3557,2595
FBgn0020655,2062,1455,1395,1748,1368,1674,1190
FBgn0036285,4,0,2,2,0,0,0
FBgn0000625,19,0,1,12,1,2,1
FBgn0052102,0,0,0,1,0,0,0
FBgn0036286,1023,752,871,1018,717,1131,782
FBgn0036287,36,4,12,42,32,47,12
FBgn0053725,0,0,1,1,0,2,2
FBgn0036288,223,124,146,189,91,165,138
FBgn0267241,17,7,10,15,1,7,9
FBgn0036289,2,3,2,3,3,3,2
FBgn0267242,7,4,1,11,7,10,8
FBgn0036290,1810,1071,1331,2248,1475,2063,965
FBgn0264460,2,1,1,4,3,1,0
FBgn0036291,179,117,135,228,117,128,129
FBgn0036292,335,186,247,305,256,326,213
FBgn0264848,1336,658,633,1300,779,1047,708
FBgn0036294,19,9,13,5,5,3,12
FBgn0002466,4177,2793,2638,4266,3088,3427,2735
FBgn0266678,3,1,0,2,0,1,2
FBgn0041775,8671,6114,5368,7195,5519,6704,4616
FBgn0020388,2290,1751,1723,2150,1820,2152,1348
FBgn0262524,270,152,186,295,184,258,151
FBgn0004926,7456,4509,5320,7385,5223,6929,4563
FBgn0036298,1139,948,1052,1072,975,1399,939
FBgn0036299,765,641,670,1419,1190,1635,544
FBgn0085271,117,29,26,98,25,50,43
FBgn0036300,612,331,520,711,501,619,538
FBgn0036301,671,355,435,541,357,463,382
FBgn0036302,2903,2035,1887,2242,1804,2180,1498
FBgn0263587,5,0,0,5,2,1,4
FBgn0015904,5,0,3,6,1,0,0
FBgn0015919,3,0,2,5,3,1,2
FBgn0052111,4,1,3,7,0,0,0
FBgn0263379,0,0,0,1,1,2,0
FBgn0265746,1,0,0,1,0,0,0
FBgn0265745,1,0,0,0,0,0,0
FBgn0014343,59,26,26,24,9,6,14
FBgn0261933,1281,580,640,1074,662,815,695
FBgn0014007,3726,1931,1579,3432,1714,1847,1827
FBgn0052112,276,177,189,248,120,176,147
FBgn0052109,295,138,135,404,142,191,200
FBgn0010235,5373,3555,3749,4356,3353,4092,3168
FBgn0036305,1059,609,609,924,544,748,539
FBgn0036306,580,245,416,634,311,424,505
FBgn0052113,1882,1134,915,1869,920,942,1252
FBgn0036309,2351,1508,1403,2815,1221,1384,1679
FBgn0052106,11,0,2,16,0,4,1
FBgn0036310,8,8,2,5,2,1,1
FBgn0036311,23,8,7,12,7,6,5
FBgn0260945,2739,1997,1715,2805,1891,2380,1252
FBgn0261674,1277,658,628,979,534,629,667
FBgn0262714,2421,1859,1614,1855,1618,2032,1300
FBgn0052110,15,10,11,7,6,11,3
FBgn0036314,1126,784,824,1120,816,1186,833
FBgn0260965,2104,1151,830,1668,798,858,1085
FBgn0036316,6264,4439,4778,9067,6289,7830,6029
FBgn0036317,996,583,590,1112,748,960,568
FBgn0036318,3811,2415,2381,3147,1976,2533,2304
FBgn0036319,21,7,13,23,14,17,12
FBgn0052107,2,0,1,3,2,0,0
FBgn0036320,0,0,1,0,0,0,0
FBgn0036321,3,0,0,3,3,0,0
FBgn0267312,0,0,0,0,0,1,0
FBgn0264486,17,0,0,21,3,2,0
FBgn0036323,2,0,1,4,0,0,0
FBgn0036324,22,12,10,54,11,8,17
FBgn0052117,6,0,4,3,2,4,2
FBgn0052115,810,320,334,1196,342,374,502
FBgn0036325,1,0,0,0,1,0,0
FBgn0041622,0,0,1,3,1,0,1
FBgn0036327,1,0,0,0,0,0,0
FBgn0036328,1,0,0,2,0,0,1
FBgn0036329,5,0,3,1,3,0,0
FBgn0036330,7,6,2,8,0,4,3
FBgn0036331,123,68,55,133,63,78,82
FBgn0036332,1274,631,583,1285,467,524,801
FBgn0036333,1982,1060,1021,2180,1107,1182,1144
FBgn0036334,2841,1478,1749,2185,1575,2291,1590
FBgn0036335,263,141,147,343,180,234,184
FBgn0036336,220,130,153,230,162,199,141
FBgn0266994,2,0,0,0,0,0,0
FBgn0036337,1571,863,951,1091,849,965,923
FBgn0260441,23494,13423,17758,17688,13539,17678,14790
FBgn0086078,0,0,0,1,0,0,2
FBgn0086079,0,1,1,1,0,1,1
FBgn0266709,45,39,28,48,19,32,28
FBgn0266682,14,2,1,4,1,0,2
FBgn0083978,12,8,3,12,6,3,6
FBgn0266650,1,0,0,1,3,0,0
FBgn0036340,3211,2488,2133,2887,2563,2966,1850
FBgn0011284,78964,57103,73144,59129,62958,83204,53011
FBgn0082967,1,1,3,9,1,1,6
FBgn0082966,4,1,3,8,4,1,5
FBgn0086601,8,1,2,9,2,4,3
FBgn0036341,1515,990,1044,1227,955,1167,943
FBgn0036342,389,174,232,380,196,250,258
FBgn0036343,0,0,0,3,0,0,0
FBgn0085457,16,0,0,81,0,0,0
FBgn0085458,13,0,1,83,1,0,0
FBgn0263661,0,0,0,4,0,1,0
FBgn0036345,0,0,0,0,0,0,0
FBgn0267313,0,0,0,0,0,0,0
FBgn0036346,0,0,0,0,0,0,0
FBgn0265747,0,0,1,0,0,0,0
FBgn0010452,4,1,6,6,9,1,0
FBgn0053262,1,0,0,1,0,0,0
FBgn0086916,4,0,1,7,5,0,0
FBgn0266535,0,2,0,1,0,0,0
FBgn0052129,0,0,0,0,0,0,0
FBgn0052128,0,0,0,0,0,0,0
FBgn0052126,0,0,1,0,0,0,0
FBgn0052127,1,0,0,0,0,0,0
FBgn0266536,0,0,0,0,0,0,0
FBgn0264515,3,0,0,1,0,0,0
FBgn0266537,0,0,0,0,0,0,0
FBgn0023095,207,123,98,176,125,114,92
FBgn0052119,5,2,3,5,4,2,1
FBgn0011844,0,0,0,0,0,0,0
FBgn0052123,0,0,0,0,0,0,0
FBgn0262622,1,0,1,1,0,0,0
FBgn0264514,0,0,1,1,2,0,0
FBgn0267316,0,0,0,0,0,0,0
FBgn0267317,0,0,2,0,0,2,0
FBgn0264513,0,0,0,0,0,0,0
FBgn0259970,0,0,0,0,0,0,0
FBgn0266788,0,0,0,0,0,0,0
FBgn0266790,0,0,1,0,0,0,0
FBgn0266789,2,0,0,0,0,0,0
FBgn0259971,0,0,1,0,0,0,0
FBgn0262623,3,0,1,4,0,0,0
FBgn0003034,1,0,0,0,0,0,0
FBgn0264512,0,0,0,0,0,0,0
FBgn0265750,0,0,0,0,0,0,0
FBgn0265748,0,0,0,0,0,0,0
FBgn0265751,2,0,0,0,0,0,0
FBgn0040814,1,0,0,2,1,0,0
FBgn0265752,0,1,1,0,0,0,0
FBgn0036348,18,7,6,12,2,5,5
FBgn0040813,189919,52647,77106,82669,34100,36799,65215
FBgn0036350,0,0,1,0,0,0,0
FBgn0036349,0,0,0,2,0,0,0
FBgn0267546,0,0,0,0,0,0,0
FBgn0036351,5,0,0,4,6,0,1
FBgn0001256,1,4,1,4,2,0,1
FBgn0036352,1,2,0,3,4,9,3
FBgn0036353,577,493,480,856,597,731,537
FBgn0036354,1867,1698,1674,1610,1345,1660,1549
FBgn0002573,4,1,1,6,1,0,0
FBgn0036356,196,132,170,237,164,262,137
FBgn0260049,5577,4287,4347,5670,5066,6234,3838
FBgn0052121,4,0,2,11,5,2,1
FBgn0053263,1,0,0,0,1,0,0
FBgn0260459,0,0,1,2,0,0,0
FBgn0036359,3,0,0,0,0,0,0
FBgn0036360,8,1,2,8,2,0,0
FBgn0012010,0,0,0,0,0,0,0
FBgn0012009,0,0,0,0,0,0,0
FBgn0036361,0,0,0,2,0,0,0
FBgn0036362,1,0,0,0,1,0,0
FBgn0036363,1,0,0,1,2,2,4
FBgn0036364,0,6,0,5,2,5,3
FBgn0036365,1769,1214,1220,1828,1628,1856,1017
FBgn0036366,335,215,263,346,217,399,245
FBgn0036368,125,76,103,126,89,118,60
FBgn0036367,2,0,0,2,2,2,0
FBgn0036369,442,256,286,433,298,364,272
FBgn0086708,572,406,360,304,261,327,256
FBgn0036372,2616,1569,1563,2769,1867,2272,1331
FBgn0036373,9967,7552,6281,3503,3511,4323,3691
FBgn0036374,2686,1778,1519,1976,1758,2131,1551
FBgn0086785,652,428,513,655,488,671,430
FBgn0036376,4290,2915,3026,3665,2899,3443,2830
FBgn0036377,4,0,2,4,3,0,0
FBgn0264001,51,20,21,26,4,8,12
FBgn0267475,1,1,1,1,0,0,0
FBgn0266688,0,0,0,0,0,0,0
FBgn0266595,1,0,1,0,0,0,0
FBgn0262415,0,0,0,0,0,0,0
FBgn0262813,0,0,0,0,0,0,0
FBgn0036380,2,0,1,4,1,0,0
FBgn0040812,0,0,0,0,0,1,0
FBgn0043550,3,2,2,18,11,12,2
FBgn0029167,10512,7532,7034,2281,1732,1818,6611
FBgn0036381,270,207,194,267,142,247,101
FBgn0264006,161,150,74,226,84,126,54
FBgn0036382,67,37,35,58,39,46,22
FBgn0026376,4419,2427,1983,1935,1028,1311,1619
FBgn0036386,618,299,307,564,285,414,281
FBgn0001108,4128,3252,3039,3472,2958,3587,2723
FBgn0052137,49,2,13,20,3,6,6
FBgn0025874,632,336,353,663,347,470,336
FBgn0036389,0,0,0,0,0,0,0
FBgn0263232,390,219,192,1108,527,554,281
FBgn0036390,1,0,0,4,0,0,0
FBgn0001216,3,2,2,11,2,8,4
FBgn0036391,6,0,7,7,1,3,2
FBgn0036393,0,0,0,1,1,0,0
FBgn0036394,0,0,0,0,0,0,0
FBgn0250848,18216,14170,16405,16026,13899,17395,13106
FBgn0036395,164,66,94,131,56,100,64
FBgn0036396,198,125,125,172,123,167,103
FBgn0036397,359,292,297,374,378,455,300
FBgn0036398,10801,7955,5418,7826,5855,6382,5438
FBgn0052133,4904,2901,2379,3247,2414,2606,2967
FBgn0061515,3158,1465,1459,2935,1800,2145,1196
FBgn0036402,2914,1994,2057,3042,2228,2689,2206
FBgn0265295,1,0,1,1,0,0,0
FBgn0036403,0,0,0,0,0,0,0
FBgn0026418,16812,12461,12781,12893,10893,14326,10861
FBgn0041161,1210,813,927,1184,1075,1160,830
FBgn0036405,574,337,437,410,486,579,333
FBgn0036406,252,121,113,176,104,141,88
FBgn0267736,1,0,1,2,0,1,1
FBgn0267795,21337,16739,13573,21340,14697,18098,11517
FBgn0013563,469,318,329,453,305,397,314
FBgn0005592,82,48,60,83,52,98,66
FBgn0036410,46,28,16,40,32,18,19
FBgn0000639,3,0,5,5,0,2,2
FBgn0036411,2,1,2,2,4,2,1
FBgn0042630,9,2,2,6,1,2,2
FBgn0267547,0,0,0,0,1,0,0
FBgn0000411,0,0,0,2,0,2,1
FBgn0036414,8,0,1,6,2,0,0
FBgn0013718,641,473,373,533,316,436,402
FBgn0052141,1,0,0,0,0,0,0
FBgn0036415,1,2,0,2,0,0,1
FBgn0036416,2,2,0,1,4,2,2
FBgn0085273,1,0,0,1,0,0,0
FBgn0036417,1,0,1,0,1,1,0
FBgn0266948,0,0,0,0,0,0,0
FBgn0265754,0,2,0,0,0,0,0
FBgn0265753,0,0,0,0,0,0,0
FBgn0001085,25,4,11,33,23,11,8
FBgn0266383,0,0,0,0,0,0,0
FBgn0036419,29,10,12,8,12,4,12
FBgn0036421,1,0,0,1,0,0,0
FBgn0262580,4,0,0,0,0,0,0
FBgn0036422,9,11,4,8,2,3,5
FBgn0003459,1547,884,800,1374,813,1033,780
FBgn0266768,31,11,6,26,8,11,7
FBgn0036423,125,82,133,154,110,131,105
FBgn0087007,200,126,139,341,261,308,65
FBgn0267696,0,0,0,2,0,0,0
FBgn0267695,2,0,0,2,1,0,0
FBgn0036426,0,0,0,0,0,0,0
FBgn0036427,1,0,0,3,0,0,0
FBgn0262891,0,0,0,0,0,1,0
FBgn0026409,15323,12406,13605,12143,11359,13666,12389
FBgn0036428,460,242,203,365,159,210,157
FBgn0266117,4,0,3,3,0,4,0
FBgn0054039,117,38,43,116,40,73,74
FBgn0028418,0,0,0,0,0,0,0
FBgn0261816,0,0,0,1,0,0,0
FBgn0040318,6,0,2,13,3,0,0
FBgn0003388,17,11,8,19,5,14,6
FBgn0036433,93,38,36,69,55,48,50
FBgn0027375,2812,1248,1224,2032,806,1015,1416
FBgn0041604,546,320,300,794,510,579,345
FBgn0267548,0,0,0,3,0,0,1
FBgn0262581,0,0,0,0,0,0,0
FBgn0259175,191,136,137,221,168,168,93
FBgn0011927,0,0,0,0,0,0,0
FBgn0011928,0,0,0,0,0,0,0
FBgn0036436,0,0,0,2,1,2,0
FBgn0036437,0,0,0,0,0,0,0
FBgn0036438,0,0,0,0,0,0,0
FBgn0036439,0,0,0,0,0,0,0
FBgn0036440,1,1,1,4,0,2,1
FBgn0036441,1,0,0,2,0,0,0
FBgn0036442,7,10,4,5,4,2,3
FBgn0036443,5,4,4,12,4,8,1
FBgn0013263,215,78,73,319,81,88,189
FBgn0260233,0,0,0,0,0,0,0
FBgn0053260,57,21,19,59,25,11,17
FBgn0036446,1019,667,582,1133,674,808,625
FBgn0036447,11,0,2,2,2,6,2
FBgn0036448,7139,4418,3894,6092,4289,4995,3670
FBgn0036449,3094,1719,1726,3559,2270,2909,1587
FBgn0036450,2063,1315,1381,1735,1437,1830,1202
FBgn0036451,9550,6478,5425,7493,5455,6716,3373
FBgn0029148,943,582,812,1236,834,1050,923
FBgn0001120,6,2,2,6,2,4,0
FBgn0036454,1740,1347,1094,1196,916,1181,428
FBgn0265913,2,0,0,1,0,0,0
FBgn0266947,2,0,0,1,0,0,0
FBgn0085274,1,0,0,0,0,0,0
FBgn0259099,6,0,1,8,4,3,1
FBgn0040809,0,0,0,0,0,0,0
FBgn0040487,0,0,1,0,0,0,0
FBgn0267640,0,0,0,1,0,0,0
FBgn0026320,2,0,0,5,0,0,0
FBgn0000216,0,0,2,3,0,0,1
FBgn0040296,0,0,0,1,0,2,0
FBgn0263380,4,0,0,3,2,0,4
FBgn0036459,2,0,0,3,0,0,0
FBgn0036460,1295,838,1052,956,802,1013,865
FBgn0002778,2465,1687,1725,1763,1135,1415,2050
FBgn0036461,26,13,8,45,6,13,17
FBgn0036462,1069,673,742,1138,835,1144,754
FBgn0023174,3033,1815,2316,2925,2505,3241,2004
FBgn0036463,1090,807,812,1246,921,1008,607
FBgn0261090,34,17,13,34,6,10,7
FBgn0047338,3,4,1,1,0,0,1
FBgn0036465,1,0,2,2,0,2,0
FBgn0025776,2,0,0,1,1,0,1
FBgn0263761,0,1,0,0,0,0,0
FBgn0036466,6,3,2,6,0,0,0
FBgn0036467,1,0,4,3,2,0,1
FBgn0263762,1,0,0,1,2,0,0
FBgn0036468,3,0,2,3,0,0,2
FBgn0263763,0,0,0,1,0,0,0
FBgn0036469,0,0,0,2,0,0,0
FBgn0036470,2,2,0,0,0,2,0
FBgn0036471,2,0,0,2,0,0,0
FBgn0263767,0,0,0,0,0,0,0
FBgn0086690,7541,4749,4556,7101,4626,5434,4213
FBgn0036474,4,2,3,4,0,2,1
FBgn0036476,450,244,214,381,282,305,242
FBgn0027088,4192,3142,3404,4733,3992,4497,3091
FBgn0266452,1471,890,1012,892,688,723,1050
FBgn0264704,31,12,22,34,6,7,14
FBgn0264703,70,40,41,94,40,82,34
FBgn0266441,803,528,481,831,579,877,469
FBgn0264702,97,87,68,205,139,156,33
FBgn0036479,10,5,5,20,8,8,3
FBgn0036480,1118,745,821,1183,872,1093,644
FBgn0036481,18,12,13,27,14,29,14
FBgn0052847,2,3,2,8,0,0,3
FBgn0036482,6,2,3,7,1,4,1
FBgn0036483,809,502,446,737,454,622,414
FBgn0065051,0,0,0,1,0,0,1
FBgn0014002,25881,18017,19157,25139,21206,26981,15678
FBgn0266945,4,4,3,6,3,2,1
FBgn0047178,158,105,128,208,76,124,125
FBgn0266946,0,0,0,0,0,0,0
FBgn0036484,1737,1048,1223,1568,1224,1453,1040
FBgn0036485,18,0,12,15,10,6,12
FBgn0036486,2189,1490,1319,2117,1549,1767,1439
FBgn0036487,1494,1009,1101,1520,1190,1511,903
FBgn0036489,773,519,530,615,541,687,485
FBgn0036488,919,428,493,913,563,682,439
FBgn0265755,0,0,0,0,0,0,0
FBgn0036490,0,0,0,0,0,0,0
FBgn0029114,3085,2046,1754,2312,1410,1718,1956
FBgn0036491,0,0,2,1,0,0,2
FBgn0036492,3,4,0,2,0,0,0
FBgn0036493,288,196,162,293,134,214,111
FBgn0262892,1,0,0,0,0,0,0
FBgn0264724,0,0,0,0,0,0,0
FBgn0036494,10,0,4,14,3,0,1
FBgn0036495,1,0,0,0,0,0,0
FBgn0263616,1,0,0,1,0,0,0
FBgn0266944,0,0,0,0,0,0,0
FBgn0266943,0,0,0,0,1,0,0
FBgn0036496,2,0,1,1,0,0,0
FBgn0036497,2,0,0,0,0,0,0
FBgn0040805,1,0,0,1,0,0,0
FBgn0036498,3,2,0,10,0,2,3
FBgn0036499,0,0,0,2,1,0,0
FBgn0036500,711,498,569,694,501,738,489
FBgn0036501,1075,594,742,949,617,685,684
FBgn0026738,648,339,350,519,405,420,314
FBgn0036502,277,173,164,268,148,201,152
FBgn0004052,8,2,2,8,12,0,3
FBgn0028377,0,0,0,0,0,0,0
FBgn0001099,19,6,7,14,7,13,3
FBgn0000565,1016,598,747,1237,1056,1505,444
FBgn0036503,5,2,3,8,9,9,0
FBgn0004228,3,5,0,6,0,0,2
FBgn0262689,1,1,0,4,1,1,2
FBgn0036504,0,0,0,2,0,0,0
FBgn0036505,3001,1575,1824,2752,1492,1938,1837
FBgn0053986,0,0,0,0,0,0,0
FBgn0053985,1,2,0,2,8,2,4
FBgn0261682,0,0,0,5,0,0,1
FBgn0261681,1,2,0,3,0,2,0
FBgn0053983,13,4,6,18,11,23,9
FBgn0262893,17,2,4,21,10,4,7
FBgn0004396,4334,2225,1654,7822,4013,4995,1576
FBgn0087035,16541,9630,9308,12180,8324,9942,9593
FBgn0036509,2340,1461,1578,2494,1646,2004,1584
FBgn0036510,1032,472,669,851,658,694,499
FBgn0267390,4284,3145,2897,3407,2911,3501,2604
FBgn0036512,702,453,560,803,579,676,576
FBgn0261109,444,401,407,761,621,721,382
FBgn0036514,1279,686,677,1211,659,780,675
FBgn0036515,1317,729,921,1316,947,1327,964
FBgn0036516,1980,1131,1280,1623,1282,1785,992
FBgn0036518,8164,5331,4406,6042,4451,5271,4021
FBgn0036519,602,396,396,496,385,472,346
FBgn0036520,24,16,19,17,14,14,9
FBgn0259236,23,14,12,8,0,0,10
FBgn0036522,940,643,556,865,589,744,440
FBgn0267639,1,0,0,0,1,0,0
FBgn0262529,0,0,0,1,0,0,0
FBgn0004588,0,2,0,0,0,0,0
FBgn0004589,0,0,0,0,0,0,0
FBgn0262530,0,0,0,1,0,0,0
FBgn0004590,0,0,0,1,0,0,0
FBgn0004591,0,0,0,1,0,1,0
FBgn0004592,3,0,0,0,0,0,0
FBgn0004593,2,0,0,0,0,0,0
FBgn0004594,0,0,0,1,1,0,1
FBgn0014848,1,0,0,0,0,0,0
FBgn0014849,0,0,0,0,1,0,0
FBgn0014850,0,0,0,0,0,0,0
FBgn0014851,0,0,0,0,0,0,0
FBgn0262528,0,0,0,0,0,0,0
FBgn0036527,0,0,0,1,0,0,0
FBgn0036528,2,0,0,1,1,0,0
FBgn0036529,0,0,0,5,0,0,0
FBgn0085481,0,0,0,0,0,0,0
FBgn0085480,3,0,0,0,0,0,1
FBgn0041160,6,6,6,6,6,6,4
FBgn0260777,0,0,0,2,2,0,0
FBgn0260776,0,2,0,3,1,0,0
FBgn0010105,8,4,8,14,2,12,4
FBgn0266775,4,0,0,2,0,0,0
FBgn0036531,0,0,0,0,0,0,0
FBgn0036532,1,2,0,3,0,0,0
FBgn0261722,1582,1059,1087,1918,1260,1453,1104
FBgn0015025,201,85,113,170,92,131,76
FBgn0036534,7411,3996,3204,6998,3952,4313,4076
FBgn0040230,1406,887,893,1331,930,1072,786
FBgn0036536,329,186,238,268,168,216,194
FBgn0036537,1041,337,436,864,355,444,577
FBgn0036538,682,284,320,691,299,423,417
FBgn0052150,2,0,1,1,0,0,0
FBgn0262371,0,0,0,0,0,0,0
FBgn0264908,184,1,4,139,5,0,2
FBgn0264843,0,0,0,0,0,0,0
FBgn0264842,2,0,0,1,0,1,0
FBgn0036544,16,10,6,29,13,15,10
FBgn0000489,197,148,140,218,148,186,140
FBgn0036545,658,416,433,655,476,590,411
FBgn0036546,337,261,252,405,328,436,227
FBgn0036547,65,26,21,53,35,49,22
FBgn0263599,7940,6331,5907,8526,6671,7391,5425
FBgn0036549,415,282,326,302,239,344,246
FBgn0000212,6298,4217,3853,5467,4726,5951,3715
FBgn0036550,5,0,0,7,3,4,3
FBgn0036551,190,127,138,164,133,176,125
FBgn0036552,14,8,5,7,10,14,16
FBgn0036553,8,6,6,11,6,5,3
FBgn0000115,1088,669,749,1001,768,1052,696
FBgn0263600,1121,802,845,1135,763,829,909
FBgn0266995,1,0,0,0,0,0,0
FBgn0259824,2286,1875,1734,2298,1745,1892,1535
FBgn0036556,2290,1012,946,1868,852,1059,879
FBgn0036557,957,525,629,860,613,727,498
FBgn0263601,5187,5227,4843,6170,5492,7293,4067
FBgn0264601,0,0,0,1,0,0,0
FBgn0267660,0,0,0,0,0,0,0
FBgn0264600,0,0,0,0,0,0,0
FBgn0044028,1763,1210,926,1575,1092,1273,926
FBgn0263570,0,0,0,0,0,0,0
FBgn0261634,5,4,4,10,6,8,6
FBgn0261633,1,2,0,4,4,0,1
FBgn0260646,1,0,1,2,0,4,2
FBgn0036560,20,8,8,79,26,62,11
FBgn0260635,16318,11491,11242,15727,11628,15247,10595
FBgn0267549,12,10,11,15,6,2,15
FBgn0264602,176,101,74,179,84,132,87
FBgn0005536,8206,5680,4916,7179,5447,6348,4982
FBgn0053258,2,2,0,4,1,2,1
FBgn0036563,4,6,0,7,0,1,0
FBgn0263602,843,528,623,845,683,760,536
FBgn0036565,1829,1078,993,2548,1297,1420,1374
FBgn0036566,5227,3866,3654,5404,3989,4468,3986
FBgn0036567,1192,884,964,1206,956,1255,766
FBgn0036568,714,363,431,634,545,594,427
FBgn0036569,369,254,253,393,252,254,275
FBgn0036570,704,437,513,750,550,705,498
FBgn0262987,24,6,17,35,16,12,13
FBgn0263603,3799,2922,2737,3217,2789,3349,2535
FBgn0010280,8086,5561,4990,5876,4860,6004,4163
FBgn0036571,630,383,373,681,361,408,394
FBgn0003076,2316,1472,1630,3241,2578,3460,1362
FBgn0011016,2832,1719,2042,4171,2686,3250,1942
FBgn0266724,182,76,118,191,109,128,111
FBgn0036574,1762,898,954,1338,946,1035,973
FBgn0036575,31,16,20,37,23,37,30
FBgn0036576,1993,1031,901,775,471,572,536
FBgn0052152,0,0,0,0,0,0,0
FBgn0053796,0,0,0,2,0,0,0
FBgn0053795,1,0,0,0,0,1,0
FBgn0267318,1,0,3,1,0,0,0
FBgn0267319,0,0,2,0,0,3,0
FBgn0266986,0,0,0,1,0,0,0
FBgn0053687,2,0,0,0,0,0,0
FBgn0053688,1,0,0,1,0,0,0
FBgn0053689,1,0,1,0,0,0,0
FBgn0053690,0,2,0,1,0,0,0
FBgn0036577,5,0,2,2,4,0,2
FBgn0264483,0,0,0,0,0,0,0
FBgn0052153,0,0,0,0,0,0,0
FBgn0263605,551,338,355,511,348,350,392
FBgn0036579,597,366,365,578,374,475,336
FBgn0036580,686,358,459,795,436,607,503
FBgn0036581,667,257,337,630,337,363,318
FBgn0263606,124,70,53,202,65,83,63
FBgn0263607,162,104,100,219,83,140,85
