Symbol	GSM6160812	GSM6160813	GSM6160814	GSM6160821	GSM6160822	GSM6160823
LOC105377451	3	2	5	4	2	1
LOC105377622	162	141	125	96	100	85
QKILA	8	4	1	0	0	3
MGST2	1562	1534	1673	1305	1393	1236
MAML3	2063	1805	1789	2008	2069	2066
LOC105377452	0	0	5	0	0	2
LOC101927516	4	4	3	0	4	4
SCOC	2805	2660	2612	2294	2447	2562
SCOC-AS1	22	40	33	25	31	8
CLGN	735	788	748	548	569	568
MGAT4D	0	0	0	0	0	0
ELMOD2	1794	1829	1681	1647	1805	1856
UCP1	2	4	6	6	8	13
TBC1D9	1541	1462	1409	1667	1649	1729
TNRC18P1	0	0	0	2	4	0
RNF150	32	27	36	22	26	18
ZNF330	890	832	833	823	823	874
LINC02432	5	6	2	26	6	16
LINC02276	0	0	0	0	0	0
IL15	479	479	585	538	477	532
INPP4B	1699	1345	1501	2334	2356	2491
LOC101927613	2	2	0	4	3	1
LOC105377457	0	0	0	0	2	0
LOC107986194	0	0	0	0	0	0
LOC105377623	15	0	0	9	5	4
USP38	1351	1431	1189	1242	1405	1331
GAB1	324	286	231	403	489	501
MIR3139	0	0	0	0	0	0
SMARCA5-AS1	201	198	148	225	207	229
SMARCA5	4796	4682	4493	4270	4394	4391
GUSBP5	10	6	2	16	4	7
FREM3	0	0	0	0	0	0
LOC105377458	0	0	2	0	0	0
LOC105377459	0	0	0	0	0	0
GYPE	11	13	13	11	15	14
LOC101927636	0	0	0	0	0	0
GYPB	0	0	0	0	0	0
LOC105377460	0	0	0	0	0	0
GYPA	0	0	0	0	0	0
LOC107986317	0	0	0	0	0	0
LOC105377461	0	0	0	0	0	0
LOC105377462	0	0	0	0	0	0
HHIP-AS1	170	184	186	248	223	235
HHIP	589	516	499	613	587	539
ANAPC10	527	536	540	532	510	514
ABCE1	6610	6443	6005	5984	6092	6227
OTUD4	2599	2380	2293	2418	2621	2775
LOC105377465	0	0	0	0	0	0
LINC02266	0	0	0	0	0	0
SMAD1	490	388	491	431	486	410
SMAD1-AS2	0	1	0	0	0	0
SMAD1-AS1	57	45	55	48	30	50
LOC285422	0	0	0	0	0	0
LINC02491	0	0	0	0	0	0
MMAA	205	192	178	180	182	216
C4orf51	95	74	90	138	140	137
ZNF827	271	241	249	380	417	407
LOC105377468	0	0	4	0	0	0
LOC105377469	0	0	0	0	0	0
LINC01095	0	0	0	0	0	0
LOC105377470	0	0	0	0	0	0
LSM6	256	275	295	328	302	263
REELD1	2	0	4	0	0	0
SLC10A7	160	196	148	152	149	175
LOC105377472	0	2	0	0	0	0
MIR7849	0	0	1	0	0	0
POU4F2	0	0	0	0	0	0
TTC29	0	0	2	0	0	0
LOC105377474	0	0	0	0	0	0
LOC105377473	0	0	0	0	0	0
LOC105377475	0	0	0	0	0	0
LOC105377476	0	0	0	0	0	0
MIR548G	0	0	0	0	0	0
EDNRA	84	93	130	81	111	70
LOC105377478	0	0	0	0	0	0
LINC02507	0	0	0	0	0	0
TMEM184C	2084	2065	1872	1814	1810	1838
PRMT9	810	799	790	718	728	753
ARHGAP10	495	508	496	589	611	541
MIR4799	0	0	0	0	0	0
NR3C2	92	74	47	20	32	32
LOC102724672	0	0	2	0	0	0
LOC107986195	0	0	0	0	0	0
LOC105377483	0	0	0	0	0	0
LOC105377481	0	2	0	0	0	0
LOC105377480	0	0	0	0	1	0
LINC02430	0	0	0	0	0	0
LINC02355	0	0	0	0	0	0
LOC107986320	0	0	0	0	0	0
IQCM	2	0	0	0	0	0
LOC105377479	0	0	0	0	0	0
DCLK2	668	614	616	732	719	733
LRBA	2553	2416	2241	2211	2437	2460
LOC729558	0	0	0	0	0	0
MAB21L2	0	0	0	1	0	0
RPS3A	24772	24940	25099	19313	21233	22439
SNORD73B	2	1	2	2	1	2
SNORD73A	22	25	25	16	16	22
SH3D19	2574	2538	2563	2779	2941	2802
LOC107986196	56	60	48	68	63	66
LOC105377485	4	4	5	4	5	6
PRSS48	0	0	1	0	2	0
FHIP1A-DT	12	3	7	6	6	4
FHIP1A	69	55	54	101	106	110
GATB	829	776	838	829	826	877
LOC107986197	4	8	10	12	6	8
LOC105377488	0	0	0	0	0	0
LOC102724700	0	0	0	0	0	0
LOC100505685	0	0	0	0	0	0
LINC02273	1	0	2	0	2	0
LOC105377490	0	0	0	0	1	0
LOC105377489	0	0	0	0	0	0
LOC105377492	6	0	2	2	3	0
FBXW7	389	415	371	447	485	517
FBXW7-AS1	9	14	12	15	10	16
MIR3140	0	0	0	0	0	0
MIR4453HG	130	91	85	84	100	101
MIR4453	0	1	2	1	3	2
TMEM154	43	55	40	133	151	150
LOC105377495	0	0	0	3	2	0
TIGD4	43	42	17	26	23	16
ARFIP1	1684	1645	1621	1379	1521	1489
LOC729870	8	20	12	1	10	1
FHDC1	167	137	157	116	126	127
TRIM2	830	660	638	1544	1653	1824
LOC105377496	0	0	0	0	0	0
ANXA2P1	236	248	273	231	269	221
MND1	453	447	523	419	407	458
TMEM131L	449	367	339	477	413	484
LOC105377498	0	0	0	0	0	0
LOC100419170	0	0	0	0	0	0
TLR2	7	6	11	26	12	14
RNF175	0	0	2	0	1	0
LOC105377499	0	0	0	0	1	0
SFRP2	0	0	0	0	0	0
LOC101927947	0	0	0	0	0	0
DCHS2	2	0	0	0	0	2
PLRG1	2496	2290	2374	1986	1942	1889
FGB	8421	7734	7984	5189	5420	5147
FGA	7043	6111	6348	4030	3717	3361
FGG	4949	4580	4743	4092	4075	3834
LRAT	2	4	2	2	0	2
LOC105377500	0	0	0	0	0	0
RBM46	0	0	0	0	0	0
LOC105377501	0	0	0	0	0	0
NPY2R	85	71	57	21	24	23
NPY2R-AS1	52	56	75	40	29	26
LOC105377502	0	0	0	0	0	0
MAP9	2283	2016	1926	1849	2049	2012
MAP9-AS1	65	40	43	49	52	64
LOC105377503	0	0	0	0	0	0
LOC105377505	0	0	0	0	0	0
LOC105377504	0	0	0	0	0	0
GUCY1A1	0	2	4	4	0	6
LOC107984032	0	0	0	0	0	0
LOC105377506	0	0	0	0	0	0
GUCY1B1	60	40	51	51	94	84
ASIC5	13	18	15	13	5	5
LOC105377507	63	49	43	24	33	33
TDO2	153	182	111	245	213	201
CTSO	346	291	282	317	342	326
LOC102724785	0	0	0	0	0	0
LOC105377508	0	0	0	0	0	0
LINC02272	0	0	0	0	0	0
PDGFC	187	232	225	308	310	283
GLRB	93	117	103	116	108	111
GRIA2	0	0	0	0	0	0
LOC112268471	0	0	0	0	0	0
LOC107986238	0	2	0	0	0	0
LINC02433	0	0	0	0	0	0
LOC105377509	0	0	0	0	0	0
GASK1B	964	905	884	1034	1182	1096
GASK1B-AS1	137	84	101	117	135	125
LOC101928007	0	0	0	1	0	0
TMEM144	857	906	814	670	671	753
LOC105377510	0	0	0	0	1	0
RXFP1	2	4	0	0	0	0
C4orf46	877	1029	951	896	844	867
ETFDH	662	801	767	592	669	665
PPID	1696	1685	1692	1319	1384	1349
FNIP2	414	491	354	705	706	771
C4orf45	2	0	0	0	0	0
RAPGEF2	1444	1271	1136	2032	2115	2116
MIR3688-1	0	0	0	0	0	0
MIR3688-2	0	0	0	0	0	0
LOC107986324	0	0	0	0	0	0
LOC105379457	0	0	0	0	0	0
LINC02233	0	0	0	0	0	0
LOC107986239	0	0	0	0	0	0
LINC02477	0	0	0	0	0	0
LOC105377513	0	0	0	0	0	0
LOC105377514	0	0	0	0	0	0
LOC105377515	0	0	0	0	0	0
FSTL5	0	0	0	2	2	4
LOC101928052	0	0	0	0	0	0
LOC105377516	0	0	0	0	0	0
MIR4454	0	0	0	0	0	0
NAF1	935	882	831	838	942	883
LOC101928081	4	1	7	1	0	7
LOC105377517	0	0	0	0	0	0
NPY1R	21	16	22	45	30	41
NPY5R	16	7	4	22	12	19
TKTL2	0	0	0	0	0	0
TMA16	844	822	849	953	916	964
MARCHF1	76	89	101	52	55	37
LOC107986325	0	2	6	4	0	0
ANP32C	45	59	48	62	54	34
SMIM31	137	180	129	57	47	41
APELA	0	0	0	2	0	0
TRIM61	0	0	0	0	0	0
FAM218A	24	21	22	18	6	20
TRIM60	0	0	0	0	0	0
TMEM192	1621	1554	1502	1387	1453	1389
KLHL2	1007	931	941	910	875	933
GK3	0	2	0	0	0	1
MSMO1	5241	5476	5091	4813	5217	5541
LOC105377519	2	0	0	0	0	0
CPE	418	371	413	526	489	469
MIR578	0	0	0	0	0	0
LOC105377520	0	0	0	0	0	0
LINC01179	11	7	1	0	10	3
LOC101928131	32	28	16	11	19	13
LOC105377521	0	0	0	0	0	0
TLL1	65	71	81	235	240	228
SPOCK3	42	44	57	74	52	58
LOC105377523	0	0	0	2	2	0
ANXA10	329	389	341	1525	1614	1531
LOC105377524	11	10	9	8	8	3
DDX60	1467	1322	1201	1317	1358	1440
DDX60L	1097	1007	974	1567	1599	1756
LOC107986198	12	14	12	45	52	50
PALLD	6824	6557	6515	10527	11655	11034
PALLD-AS1	0	1	3	2	2	1
LOC102723331	10	0	0	3	4	4
CBR4	1789	1682	1694	1907	2128	2086
LOC107986200	0	0	0	0	0	0
LOC105377527	10	9	4	0	3	2
SH3RF1	1356	1360	1254	2099	2099	2163
LOC105377529	0	0	0	0	0	0
NEK1	588	495	473	450	562	550
CLCN3	2521	2526	2272	2135	2222	2392
HPF1	958	972	1014	885	969	1027
LOC107986240	0	0	0	0	0	0
LOC105377530	0	0	0	0	0	0
LINC02275	0	0	0	0	0	0
MFAP3L	494	505	434	619	680	695
AADAT	602	641	665	578	612	648
LOC107986326	48	39	56	45	49	62
LINC01612	0	0	0	0	0	0
LINC02512	0	0	0	0	0	0
LINC02382	0	0	0	0	0	0
LINC02431	0	0	0	0	0	0
MIR6082	0	0	0	0	0	0
LOC105377534	0	0	0	0	0	0
LINC02504	0	0	0	0	0	0
LOC105377535	0	0	0	0	0	0
LINC02174	0	0	0	0	0	0
LOC441052	1	2	0	7	0	0
GALNTL6	43	46	42	44	32	49
LOC105377537	0	0	0	0	0	0
GALNTL6-AS1	0	1	0	1	0	0
LOC107986201	1	1	4	1	0	4
GALNT7-DT	164	142	118	138	142	159
GALNT7	4478	4258	3940	4242	4481	4578
MIR548T	0	0	0	0	0	0
HMGB2	3028	3008	3215	3047	3253	3314
LOC105377541	1	1	1	3	3	1
SAP30-DT	34	50	37	30	22	9
SAP30	542	553	556	442	403	423
LOC101928383	2	0	0	2	0	2
SCRG1	0	0	0	0	0	0
LOC112268474	5	1	0	0	0	1
LOC112267917	4	4	2	0	0	2
LOC101928409	2	3	4	2	4	2
HAND2	8	2	12	5	3	12
HAND2-AS1	2	1	0	0	0	1
LOC107986203	3	3	3	1	5	3
LINC02269	2	6	1	1	1	0
LOC105377543	1	2	6	1	0	0
LOC105377544	4	0	3	2	4	2
LOC105377546	2	0	3	0	0	0
LOC107986204	0	0	0	0	0	0
LINC02268	1	4	3	0	0	0
FBXO8	537	627	620	507	609	546
CEP44	670	594	539	570	574	573
LOC105377547	2	1	7	2	2	0
MIR4276	0	0	0	0	0	0
HPGD	12582	12307	12390	8759	8934	8990
LOC105377548	171	223	190	88	103	96
LOC105377549	0	0	0	0	0	0
LOC105377551	0	0	0	0	0	0
GLRA3	6	0	6	2	0	2
LOC101928551	0	0	0	0	0	0
ADAM29	0	0	0	0	0	0
LOC105377552	0	0	0	0	0	0
GPM6A	2	4	2	6	2	0
GPM6A-DT	0	0	0	0	0	0
LOC107984113	0	0	0	0	0	0
WDR17	449	356	368	261	271	311
SPATA4	13	8	9	6	7	8
ASB5	0	0	0	2	0	0
SPCS3	3219	3016	3111	3104	3370	3324
LOC105377555	2	0	0	1	0	0
VEGFC	318	331	325	343	333	315
LINC02509	0	0	0	0	0	0
LOC105377557	1	0	0	0	0	0
NEIL3	1374	1331	1314	970	1044	1030
LOC105377558	16	16	9	9	4	12
AGA	905	992	953	1017	1073	1024
AGA-DT	20	11	16	15	14	12
LOC105377559	0	0	0	0	0	0
LINC01098	0	0	0	0	0	0
LOC105377560	0	0	0	0	0	0
LINC01099	0	0	0	0	3	0
LOC105377561	0	0	0	0	0	0
LOC105377562	0	0	0	1	0	0
LOC105377563	0	0	0	0	0	0
LOC105377564	0	0	0	0	0	0
LOC105377567	2	0	0	1	7	4
LOC105377565	0	0	0	0	0	0
LOC105377568	0	0	0	0	0	0
LINC00290	0	0	0	0	0	0
LINC02500	0	0	0	0	0	0
LOC107986205	0	0	0	0	0	0
TENM3	1014	829	828	1488	1461	1488
TEMN3-AS1	0	0	0	0	0	0
TENM3-AS1	278	269	268	291	276	302
MIR1305	0	0	0	0	0	0
LOC105377572	4	2	4	0	6	4
LOC105377571	4	4	2	0	0	6
LOC105377576	44	36	47	38	40	39
DCTD	3109	3088	2975	2970	3209	3174
LOC105377577	0	0	0	0	0	0
LOC107986327	0	0	0	0	0	0
LOC112268472	0	0	0	0	0	0
LOC107986328	0	0	0	0	0	0
CIBAR1P2	0	0	0	0	0	0
LOC105377578	0	0	2	1	0	0
WWC2-AS2	18	22	10	23	22	24
WWC2	1849	1758	1639	2032	2355	2304
WWC2-AS1	0	0	0	0	0	0
CLDN22	65	79	67	76	73	71
CLDN24	6	3	1	3	1	5
LOC107986217	0	0	0	0	0	0
CDKN2AIP	777	845	806	648	661	637
ING2-DT	16	17	2	19	16	15
ING2	585	491	477	350	326	388
LOC101929996	0	0	0	0	0	0
LOC105377579	0	0	2	0	0	0
LOC105377580	0	0	0	0	0	0
LOC107986329	0	0	0	0	0	0
RWDD4	1042	986	943	872	852	1046
TRAPPC11	1800	1661	1689	1518	1734	1770
LOC105377581	2	0	0	4	5	1
STOX2	509	473	413	464	501	437
LOC107986330	0	0	0	0	0	1
ENPP6	0	2	0	2	0	2
LOC105377582	0	0	1	2	0	0
LOC105377584	2	2	7	2	8	4
LINC02363	0	0	8	1	2	2
LOC107986332	0	0	0	0	0	0
LINC02362	0	0	0	0	0	0
IRF2	907	906	860	706	676	680
LINC02427	1	0	0	0	4	2
LINC02365	0	0	0	0	0	0
CASP3	1081	1127	1105	1623	1724	1716
PRIMPOL	513	555	550	422	415	447
CENPU	1502	1506	1563	1232	1290	1207
ACSL1	1871	1898	1683	2553	2491	2652
SLED1	0	2	0	0	3	0
LOC105377587	0	0	1	0	0	0
MIR3945HG	0	0	1	0	1	0
MIR3945	0	0	0	0	0	0
LINC01093	0	0	0	0	0	0
MIR4455	0	0	0	0	0	0
LINC02437	0	0	0	0	0	0
HELT	0	0	0	0	0	0
LINC02436	0	0	0	0	0	0
LOC105377588	0	0	0	0	0	0
SLC25A4	852	1017	1038	1025	1037	981
CFAP97	2367	2220	1964	2094	2344	2501
SNX25	676	634	658	834	908	917
LRP2BP	87	103	88	131	117	117
LRP2BP-AS1	4	11	8	4	4	8
ANKRD37	49	59	69	64	80	77
UFSP2	723	830	715	595	727	722
C4orf47	7	6	7	7	6	12
CCDC110	6	4	2	1	6	0
LOC105377590	0	1	0	2	0	0
PDLIM3	4	0	2	4	4	4
SORBS2	17	15	14	4	13	11
LOC101928929	0	0	0	0	0	0
TLR3	62	49	62	42	61	57
FAM149A	18	26	23	23	24	24
FLJ38576	11	2	3	2	5	0
CYP4V2	472	453	448	410	486	450
KLKB1	2	6	4	2	2	0
F11	0	0	0	0	0	0
F11-AS1	0	0	2	0	0	0
LOC105377596	0	2	0	0	0	0
MTNR1A	13	8	17	14	19	12
FAT1	15009	12782	12047	13935	14763	14985
LOC107986334	13	6	3	8	6	8
LOC102723906	2	0	0	0	0	0
LOC105377599	3	1	0	0	0	0
LINC02374	0	0	0	0	0	0
LOC107986335	0	0	0	0	0	0
LOC339975	0	0	0	0	0	0
LINC02514	0	0	0	0	0	0
LINC02515	0	0	0	0	0	0
LINC02492	0	0	0	0	0	0
LOC105377604	0	0	0	0	0	0
LOC105377603	0	0	0	0	0	0
LOC107983963	0	0	0	0	0	0
ZFP42	0	0	0	2	2	2
TRIML2	1924	1969	1916	2250	2436	2231
LOC107986337	1	4	4	0	7	2
TRIML1	2	0	0	0	4	2
LINC02434	0	0	0	0	0	0
LOC105377607	0	0	0	0	0	2
LOC105377608	0	0	0	0	0	0
LOC105377609	2	4	1	2	1	1
LINC01060	5	4	4	4	4	2
LOC101930028	4	0	0	0	2	0
LINC02508	0	0	0	0	0	0
LOC105377611	0	0	0	0	0	0
LOC105377612	0	0	0	0	0	2
LOC105377613	0	0	0	0	0	0
LOC105377614	0	0	0	0	0	0
LOC105377615	0	0	0	0	0	0
LINC01262	0	0	0	0	0	0
LOC105377616	4	2	0	0	2	0
FRG1-DT	10	14	15	4	11	5
LOC105377619	5	0	0	0	0	0
LINC01596	0	0	0	0	0	0
FRG1	970	962	1044	831	799	878
FRG2	10	5	9	6	8	10
DBET	6	2	5	8	7	6
LOC107986338	0	0	0	0	0	0
DUX4	3	4	3	3	4	4
ANKRD20A12P	27	24	28	15	18	14
LOC105374602	0	0	0	0	0	0
PLEKHG4B	32	39	29	47	33	28
LOC107986394	0	0	0	0	0	0
LRRC14B	0	0	0	0	0	0
CCDC127	1011	970	1064	906	970	916
SDHA	5983	6300	6281	6416	6397	6181
PDCD6-DT	11	8	15	16	9	12
PDCD6	3561	3644	3659	3375	3511	3277
AHRR	583	563	644	555	612	563
EXOC3-AS1	209	157	196	211	190	179
EXOC3	2123	2166	2102	1868	1923	1880
SLC9A3	623	606	663	649	627	555
PP7080	402	354	418	392	355	356
SLC9A3-AS1	162	178	188	160	127	143
LOC107986395	0	0	0	0	0	0
MIR4456	0	0	0	0	0	0
LOC105374606	0	0	0	0	0	0
LOC105374607	0	0	0	0	0	0
LOC105374608	4	0	3	0	0	1
CEP72-DT	2	2	2	0	0	0
CEP72	493	493	561	456	424	400
TPPP	413	376	347	481	512	549
LOC101929898	50	47	63	48	51	50
ZDHHC11B	125	137	124	68	77	91
LOC101928768	96	94	81	68	81	100
ZDHHC11	545	528	521	274	249	292
BRD9	881	919	932	1099	999	997
TRIP13	3252	3114	3308	3154	3432	3224
LINC02982	4	6	10	0	0	10
NKD2	110	128	158	128	130	80
SLC12A7	3103	3340	3036	2724	2802	2629
MIR4635	0	1	1	1	2	1
LOC105374612	0	0	0	0	0	0
LOC107986396	0	0	0	0	0	0
TERLR1	0	0	0	0	0	0
SLC6A19	0	0	0	9	1	19
SLC6A18	0	0	0	0	0	0
TERT	98	99	92	65	41	44
MIR4457	0	0	0	0	0	0
CLPTM1L	6088	6127	6164	6201	6340	6032
LINC01511	6	2	6	0	2	0
SLC6A3	4	2	8	27	4	8
LPCAT1	6463	6422	6477	11062	11032	10275
MIR6075	0	0	0	2	2	1
LOC107986397	12	7	7	20	9	21
SDHAP3	129	150	139	98	76	77
PDCD6P1	160	173	188	185	199	159
LOC105374614	0	0	0	0	0	0
MIR4277	0	0	0	0	0	0
LOC101929003	13	24	35	13	12	12
MRPL36	1440	1396	1689	1395	1274	1298
NDUFS6	2157	2233	2295	2175	1982	1816
LINC02116	0	0	0	0	0	0
IRX4	3	0	1	8	2	6
IRX4-AS1	6	2	2	2	2	15
CTD-2194D22.4	0	0	0	0	0	0
LOC112267929	0	0	0	0	0	0
LOC112267947	0	0	0	0	0	0
LOC105374616	0	0	0	0	0	0
LOC105374618	0	0	0	0	0	0
LOC100506858	0	0	0	0	0	0
LOC107986398	0	0	0	0	0	0
IRX2	113	122	96	189	154	151
LSINCT5	0	0	0	0	0	0
IRX2-DT	105	94	135	170	144	139
LOC105374620	0	0	0	0	0	0
LOC107983966	0	0	0	0	0	0
LOC107984098	0	0	0	0	0	0
LOC105374621	0	0	0	0	0	0
LINC01377	0	0	0	0	0	0
LINC01019	0	0	0	0	0	0
LINC02162	0	0	0	0	0	0
LINC01017	0	0	0	0	0	0
IRX1	0	0	0	0	0	0
LOC107986399	0	0	0	0	0	0
LOC105374625	0	0	0	0	0	0
LOC105374626	0	0	0	0	0	0
LINC02063	0	0	0	0	0	0
LOC107986400	0	0	0	0	0	0
LINC02114	0	0	0	0	0	0
LOC105374629	0	0	0	0	0	0
LOC105374630	0	0	0	0	0	0
LINC01020	0	0	2	0	0	0
LINC02121	0	0	0	0	0	0
ADAMTS16-DT	0	4	1	2	2	10
ADAMTS16	26	15	27	54	55	41
LOC101929200	18	23	25	11	17	12
ICE1	3675	3197	3197	3681	3933	4063
LOC105374634	0	0	0	0	0	0
LOC105374636	0	0	0	0	0	0
LINC02145	0	0	2	0	0	0
MED10	1291	1262	1359	1844	1742	1724
UBE2QL1	12	8	4	50	34	58
LOC105374639	0	0	4	2	7	10
LINC01018	5	4	4	2	4	6
NSUN2	4870	4975	4950	5050	5391	5296
SRD5A1	1324	1264	1164	1250	1366	1315
LINC02102	4	6	2	2	3	2
TENT4A	1377	1359	1272	2216	2334	2311
LOC107986401	10	5	9	0	7	0
LOC102724943	155	150	158	186	135	147
LINC02236	1	0	0	1	2	1
MIR4278	0	0	0	0	0	0
LOC105374641	0	1	0	0	1	7
LOC105374642	0	0	0	0	0	0
LINC02196	0	0	0	0	0	0
LOC105374643	0	0	0	0	0	0
LOC442132	0	0	0	0	0	0
LOC105379638	0	0	0	0	0	0
LINC02123	0	0	0	0	0	0
LOC105374645	0	0	0	0	0	0
LINC02142	0	0	0	0	0	0
LOC107986403	0	0	0	0	0	0
ADCY2	2	0	0	2	0	0
LOC105374646	0	0	0	0	0	0
CFAP90	9	14	16	20	29	36
MTRR	2327	2156	2326	2037	1942	2060
FASTKD3	671	612	550	568	681	666
LOC102723339	0	0	0	0	0	0
LINC02226	3	0	1	0	0	0
MIR4458HG	107	107	135	124	106	109
MIR4458	0	2	0	2	3	2
LOC105374647	0	0	0	0	0	0
LOC101929307	0	0	0	0	2	0
LINC02199	0	0	0	0	0	0
SEMA5A	0	2	0	0	2	6
MIR4636	0	0	0	0	0	0
SEMA5A-AS1	0	0	0	0	0	0
SNHG18	0	0	0	4	0	0
SNORD123	0	0	0	0	0	0
LOC101929359	0	0	0	0	0	0
TAS2R1	0	0	0	0	0	0
LINC02112	0	0	0	0	0	0
LOC105374649	0	0	0	0	0	0
LINC02221	0	0	0	0	0	0
LOC107986405	0	0	0	0	0	0
ATPSCKMT	589	669	630	489	523	537
CCT5	17067	16983	17377	15791	16310	16927
CMBL	1604	1499	1593	1142	1255	1327
LOC105374651	0	0	0	0	0	0
MARCHF6-DT	113	113	115	98	87	107
MARCHF6	5984	5634	5356	5431	6083	5870
MIR10397	40	46	32	48	65	46
ROPN1L-AS1	6	9	8	4	4	10
ROPN1L	26	40	23	17	21	21
LOC105369214	4	0	0	2	4	0
MIR6131	0	0	0	0	0	0
LINC02212	5	12	6	5	4	2
LINC02213	0	0	0	0	0	0
ANKRD33B	589	550	481	225	295	255
DAP	5903	5875	6013	5027	5041	5043
DAP-DT	0	0	1	0	0	0
CTD-2154B17.1	0	0	0	0	0	0
LOC105374654	0	0	0	0	2	0
CTNND2	7	11	6	8	6	17
LOC105374656	0	0	0	0	0	0
LOC105374655	0	0	2	0	0	0
LINC01194	0	0	0	0	0	0
LOC105374657	0	0	0	0	0	0
LINC02220	0	0	0	0	0	0
LOC105374659	0	0	0	0	0	0
LOC105374660	2	0	0	0	0	0
DNAH5	143	129	149	182	212	236
TRIO	3870	3410	3141	6097	6138	6449
SNORD170	0	0	2	0	0	0
OTULINL	111	65	64	173	173	182
SNORD141B	36	28	32	46	33	24
OTULIN	1342	1187	1231	1325	1326	1380
ANKH	1612	1620	1622	1595	1662	1606
LOC100130744	106	105	119	101	106	101
MIR4637	0	0	0	0	0	0
LOC105374661	0	0	0	2	0	1
LOC107986376	0	0	0	0	0	0
LINC02149	0	0	0	0	0	0
FBXL7	74	85	93	101	95	120
CTD-2350J17.1	0	0	0	0	0	0
LOC107986343	0	0	0	0	0	0
MIR887	0	1	0	0	0	0
LOC107986406	0	0	0	0	0	0
MARCHF11	0	0	0	0	0	0
MARCHF11-AS1	0	0	0	0	0	0
LOC105379640	0	0	0	0	0	0
MARCHF11-DT	0	0	0	0	0	0
LINC02150	0	0	0	0	0	0
LOC105374663	2	0	0	0	0	2
ZNF622	1199	1279	1332	1397	1356	1408
RETREG1	267	286	265	270	293	269
RETREG1-AS1	19	10	16	12	10	12
MYO10	10663	9713	9388	12997	13274	13229
BASP1-AS1	36	37	46	12	8	16
MIR10522	0	0	0	0	0	0
LOC105374664	2	12	11	2	4	2
BASP1	15649	16096	16516	12681	12451	11929
LINC02111	7	4	4	3	3	4
LINC02217	0	1	0	0	0	0
LINC02218	0	0	0	0	0	0
H3Y2	0	0	0	0	0	0
H3Y1	0	0	0	0	0	0
LOC105374666	0	1	0	4	0	0
LINC02223	0	0	0	0	0	0
LOC105374668	0	0	0	0	0	0
LINC02100	5	4	4	4	6	0
LOC105374669	0	0	0	0	0	0
CDH18	2	0	0	0	0	0
LOC105374672	0	0	0	0	0	0
CDH18-AS1	0	0	0	0	0	0
LINC02241	0	0	0	0	0	1
LINC02146	0	0	0	0	0	0
LOC112267938	14	12	12	12	8	12
LOC105374673	0	0	0	0	0	0
LOC105374678	1	3	1	3	4	2
LOC102723561	5	2	0	0	0	7
GUSBP1	165	193	124	131	161	122
LOC105374685	0	0	0	0	0	0
CDH12	0	2	2	2	2	15
LOC105374683	0	0	0	0	0	0
SNORA105A	233	245	227	200	187	192
LOC107986345	2	0	0	1	1	0
PMCHL1	0	0	0	0	0	0
LOC105374682	0	0	0	0	0	1
LOC105374681	0	0	0	0	0	0
LOC101929617	0	0	0	0	0	0
LOC105374686	0	0	0	0	0	0
LOC105374687	0	0	0	0	0	0
LOC105374688	0	0	0	0	0	0
PRDM9	4	0	0	0	2	0
LOC107986377	2	0	0	0	0	0
LINC02899	16	10	31	13	6	20
LOC105374689	21	15	21	12	12	11
CDH10	13	20	12	26	16	22
LINC02239	0	0	0	0	0	0
LINC02228	0	0	1	1	0	0
LINC02211	0	0	0	0	0	0
CDH9	6	0	2	0	8	3
LOC105374695	0	0	0	0	0	0
PURPL	254	252	200	175	191	174
LOC105374696	0	0	0	2	0	1
LINC02103	1	5	7	21	16	19
LOC105374701	0	0	0	0	0	0
LOC107986409	0	2	0	1	2	0
LSP1P3	35	35	21	15	10	14
LOC107986410	0	0	0	0	0	0
LOC101929645	0	2	0	0	0	0
LOC105374699	0	0	0	0	0	0
LINC02109	0	0	2	4	0	0
LINC02064	0	0	0	0	0	0
LOC105374702	0	0	0	0	0	0
LOC105374703	0	0	3	3	4	2
LOC105374704	0	0	0	0	0	0
LOC105374705	0	0	0	0	0	0
LOC105374706	0	0	0	0	0	0
LOC105374707	0	0	0	2	0	0
CDH6	1173	1093	1119	1946	1824	2012
LOC105374709	0	0	2	0	0	0
DROSHA	3614	3525	3290	2906	3128	3028
C5orf22	1455	1489	1566	1435	1623	1639
PDZD2	17	22	11	28	23	25
MIR4279	0	0	0	0	0	0
LOC105374711	1	0	0	1	2	1
GOLPH3	4803	4322	4495	4403	4570	4777
MTMR12	2337	2184	2080	1963	2044	2151
ZFR	6676	6808	6387	5927	6473	6716
MIR579	0	0	0	0	0	5
SUB1	6160	6054	6194	6015	6455	6189
LINC02061	0	0	0	0	0	0
NPR3	2125	1890	1847	1791	1846	1850
LINC02120	0	0	0	0	0	6
LOC105374715	2	14	16	59	60	70
LINC02160	0	0	0	0	0	0
TARS1-DT	53	35	35	24	51	48
TARS1	7790	7677	7721	8219	8492	8461
LOC105374717	0	0	0	0	0	0
ADAMTS12	281	300	264	207	221	222
RXFP3	0	0	0	0	0	0
SLC45A2	1	0	0	0	0	1
AMACR	780	700	710	533	558	599
C1QTNF3-AMACR	678	634	621	463	490	538
C1QTNF3	46	27	33	30	25	29
LOC646652	10	3	4	3	9	7
LOC105374719	0	0	0	0	0	0
LOC105374721	10	21	6	13	8	20
RAI14-DT	3	5	2	6	10	13
RAI14	3628	3487	3520	9837	9967	10354
